trade_id,account_id,symbol,price,quantity,side,timestamp
85,ACC_6,AMZN,105.96,67,SELL,2026-02-10 01:42:09.501583
86,ACC_17,AMZN,105.16,50,SELL,2026-02-07 23:51:09.501590
87,ACC_6,AMZN,90.5,61,SELL,2026-02-12 06:37:09.501598
88,ACC_6,AMZN,97.29,67,SELL,2026-02-12 02:09:09.501605
89,ACC_10,TSLA,103.74,69,SELL,2026-02-13 03:24:09.501612
90,ACC_16,TSLA,104.7,45,SELL,2026-02-11 12:29:09.501619
91,ACC_5,MSFT,103.75,26,BUY,2026-02-10 07:30:09.501648
92,ACC_6,MSFT,93.78,49,SELL,2026-02-12 16:56:09.501656
93,ACC_7,AAPL,94.9,63,BUY,2026-02-13 10:31:09.501664
94,ACC_6,MSFT,92.59,70,SELL,2026-02-14 01:08:09.501672
95,ACC_4,TSLA,102.44,8,BUY,2026-02-10 13:31:09.501677
96,ACC_9,AMZN,100.46,29,SELL,2026-02-12 00:25:09.501681
97,ACC_17,AAPL,93.78,77,SELL,2026-02-09 07:00:09.501686
98,ACC_7,AMZN,105.15,3,BUY,2026-02-14 06:03:09.501691
99,ACC_16,TSLA,99.7,76,BUY,2026-02-08 10:13:09.501695
100,ACC_19,AAPL,92.09,63,SELL,2026-02-14 10:47:09.501700
101,ACC_12,AMZN,107.97,45,SELL,2026-02-10 08:44:09.501704
102,ACC_14,TSLA,99.7,66,SELL,2026-02-12 14:14:09.501709
103,ACC_0,MSFT,107.21,2,BUY,2026-02-08 23:56:09.501714
104,ACC_2,AAPL,97.89,98,BUY,2026-02-14 04:39:09.501720
105,ACC_9,TSLA,107.17,6,BUY,2026-02-13 02:07:09.501725
106,ACC_15,AAPL,102.16,32,BUY,2026-02-10 16:59:09.501730
107,ACC_5,AAPL,101.84,54,BUY,2026-02-09 10:09:09.501735
108,ACC_11,MSFT,111.27,47,SELL,2026-02-10 13:23:09.501742
109,ACC_15,AMZN,94.76,34,SELL,2026-02-13 16:24:09.501750
110,ACC_19,TSLA,93.2,80,BUY,2026-02-14 00:59:09.501757
111,ACC_6,MSFT,108.54,72,BUY,2026-02-10 00:53:09.501764
112,ACC_1,AAPL,98.58,82,BUY,2026-02-07 16:59:09.501771
113,ACC_3,MSFT,100.76,1,BUY,2026-02-11 18:12:09.501780
114,ACC_5,TSLA,95.58,86,SELL,2026-02-13 19:36:09.501800
115,ACC_4,AAPL,106.62,40,SELL,2026-02-07 19:05:09.501808
116,ACC_7,TSLA,93.88,98,BUY,2026-02-08 02:57:09.501814
117,ACC_13,AMZN,96.04,2,BUY,2026-02-11 19:57:09.501818
118,ACC_8,AAPL,99.06,51,SELL,2026-02-12 05:40:09.501823
119,ACC_8,MSFT,104.2,54,SELL,2026-02-12 11:20:09.501829
120,ACC_0,AMZN,101.53,14,SELL,2026-02-13 06:57:09.501853
121,ACC_8,AAPL,104.32,69,BUY,2026-02-08 21:35:09.501868
122,ACC_7,MSFT,98.3,17,BUY,2026-02-13 23:21:09.501875
123,ACC_0,TSLA,98.76,79,SELL,2026-02-13 12:18:09.501883
124,ACC_9,AMZN,101.6,56,SELL,2026-02-09 11:32:09.501890
125,ACC_19,TSLA,99.56,63,BUY,2026-02-12 20:25:09.501895
126,ACC_3,AMZN,89.47,17,SELL,2026-02-12 20:45:09.501899
127,ACC_15,MSFT,98.24,77,SELL,2026-02-08 02:15:09.501904
128,ACC_17,TSLA,94.1,44,SELL,2026-02-12 22:58:09.501911
129,ACC_2,AAPL,105.89,22,SELL,2026-02-12 22:57:09.501920
130,ACC_10,MSFT,105.24,10,BUY,2026-02-14 12:48:09.501928
131,ACC_4,TSLA,101.07,12,BUY,2026-02-08 12:29:09.501933
132,ACC_10,MSFT,97.16,74,BUY,2026-02-14 01:35:09.501939
133,ACC_5,AMZN,90.77,82,BUY,2026-02-13 14:57:09.501945
134,ACC_13,MSFT,98.14,22,SELL,2026-02-09 03:26:09.501950
135,ACC_16,AMZN,100.65,49,SELL,2026-02-10 03:11:09.501955
136,ACC_12,AAPL,94.24,19,BUY,2026-02-10 09:31:09.501960
137,ACC_1,AMZN,98.34,56,BUY,2026-02-11 05:27:09.501966
138,ACC_3,MSFT,91.15,53,BUY,2026-02-08 00:48:09.501973
139,ACC_11,AAPL,107.69,1203,BUY,2026-02-11 09:56:09.501981
140,ACC_11,MSFT,97.43,72,SELL,2026-02-09 06:38:09.501988
141,ACC_12,TSLA,96.38,39,SELL,2026-02-10 17:14:09.501996
142,ACC_15,AMZN,101.88,28,SELL,2026-02-10 04:39:09.502003
143,ACC_17,AMZN,95.09,85,SELL,2026-02-09 04:24:09.502061
144,ACC_17,TSLA,102.43,100,SELL,2026-02-11 20:45:09.502108
145,ACC_1,AAPL,99.24,84,BUY,2026-02-09 10:27:09.502121
146,ACC_16,MSFT,100.68,47,SELL,2026-02-11 23:54:09.502126
147,ACC_11,AAPL,100.03,93,BUY,2026-02-10 19:20:09.502131
148,ACC_15,AMZN,94.18,53,BUY,2026-02-08 14:04:09.502135
149,ACC_6,TSLA,91.94,58,SELL,2026-02-11 19:26:09.502141
150,ACC_11,MSFT,100.17,35,SELL,2026-02-11 15:47:09.502145
151,ACC_1,AAPL,100.03,22,BUY,2026-02-08 17:37:09.502150
152,ACC_4,AAPL,100.31,20,SELL,2026-02-11 11:39:09.502156
153,ACC_14,AMZN,92.71,15,SELL,2026-02-10 23:43:09.502161
154,ACC_6,AMZN,107.63,87,SELL,2026-02-14 06:26:09.502166
155,ACC_4,AAPL,101.06,19,BUY,2026-02-12 05:14:09.502171
156,ACC_13,TSLA,105.77,30,SELL,2026-02-09 03:47:09.502176
157,ACC_18,MSFT,95.63,20,BUY,2026-02-11 17:22:09.502180
158,ACC_5,AMZN,103.3,42,BUY,2026-02-08 15:27:09.502185
159,ACC_9,TSLA,97.18,51,BUY,2026-02-09 13:04:09.502189
160,ACC_12,AAPL,95.66,50,SELL,2026-02-11 08:20:09.502194
161,ACC_8,TSLA,106.72,16,BUY,2026-02-12 04:47:09.502198
162,ACC_18,TSLA,107.65,66,SELL,2026-02-11 11:21:09.502202
163,ACC_11,AAPL,102.46,1599,BUY,2026-02-09 19:49:09.502208
164,ACC_14,MSFT,99.52,60,BUY,2026-02-10 09:37:09.502212
165,ACC_2,MSFT,92.75,28,SELL,2026-02-11 10:11:09.502217
166,ACC_18,AAPL,97.64,24,BUY,2026-02-11 18:11:09.502221
167,ACC_16,MSFT,97.68,25,BUY,2026-02-09 15:24:09.502226
168,ACC_16,TSLA,100.62,26,SELL,2026-02-13 11:51:09.502231
169,ACC_13,AMZN,99.04,54,SELL,2026-02-13 13:13:09.502235
170,ACC_9,MSFT,107.87,95,BUY,2026-02-07 19:10:09.502240
171,ACC_17,AMZN,102.75,23,BUY,2026-02-13 14:17:09.502244
172,ACC_8,TSLA,102.27,1,BUY,2026-02-13 02:56:09.502250
173,ACC_13,MSFT,109.53,13,BUY,2026-02-10 06:25:09.502256
174,ACC_10,TSLA,97.5,66,BUY,2026-02-14 08:06:09.502261
175,ACC_5,AMZN,91.95,29,SELL,2026-02-07 23:59:09.502266
176,ACC_15,TSLA,95.55,31,BUY,2026-02-07 21:03:09.502271
177,ACC_19,TSLA,104.22,74,BUY,2026-02-08 15:20:09.502276
178,ACC_9,MSFT,100.57,82,SELL,2026-02-10 10:12:09.502281
179,ACC_11,TSLA,101.13,80,BUY,2026-02-13 21:10:09.502286
180,ACC_4,TSLA,100.83,55,BUY,2026-02-08 15:20:09.502293
181,ACC_18,MSFT,110.07,44,SELL,2026-02-11 13:10:09.502299
182,ACC_2,TSLA,95.83,66,BUY,2026-02-07 20:52:09.502306
183,ACC_1,AAPL,101.07,21,SELL,2026-02-09 04:18:09.502327
184,ACC_10,TSLA,97.59,99,BUY,2026-02-10 01:44:09.502333
185,ACC_8,TSLA,107.23,24,BUY,2026-02-10 22:34:09.502341
186,ACC_7,AAPL,100.31,23,BUY,2026-02-14 08:54:09.502347
187,ACC_8,MSFT,99.6,74,SELL,2026-02-09 16:31:09.502352
188,ACC_9,AAPL,102.31,2,SELL,2026-02-09 14:33:09.502356
189,ACC_14,AAPL,103.52,27,BUY,2026-02-10 15:43:09.502363
190,ACC_8,MSFT,94.15,74,SELL,2026-02-09 06:54:09.502373
191,ACC_4,TSLA,101.66,1223,BUY,2026-02-10 15:55:09.502384
192,ACC_19,MSFT,92.07,88,SELL,2026-02-09 20:41:09.502391
193,ACC_13,AAPL,90.22,47,SELL,2026-02-10 12:24:09.502396
194,ACC_19,MSFT,104.32,907,BUY,2026-02-10 01:08:09.502401
195,ACC_19,TSLA,100.18,92,BUY,2026-02-11 14:48:09.502406
196,ACC_2,TSLA,99.41,55,SELL,2026-02-09 19:29:09.502411
197,ACC_9,MSFT,100.64,78,SELL,2026-02-10 14:01:09.502416
198,ACC_15,TSLA,94.42,66,BUY,2026-02-08 16:01:09.502420
199,ACC_8,AAPL,106.64,19,BUY,2026-02-11 10:32:09.502427
200,ACC_18,AMZN,101.97,72,BUY,2026-02-08 19:06:09.502435
201,ACC_3,AAPL,99.59,97,SELL,2026-02-10 09:07:09.502444
202,ACC_10,TSLA,95.44,31,SELL,2026-02-11 03:21:09.502450
203,ACC_1,MSFT,91.17,38,BUY,2026-02-14 09:33:09.502456
204,ACC_17,TSLA,104.81,60,BUY,2026-02-12 09:57:09.502463
205,ACC_2,AAPL,110.53,33,BUY,2026-02-13 10:08:09.502469
206,ACC_7,AMZN,99.92,50,BUY,2026-02-11 20:23:09.502477
207,ACC_13,AAPL,107.96,52,SELL,2026-02-13 08:51:09.502484
208,ACC_19,TSLA,108.54,53,SELL,2026-02-12 22:04:09.502491
209,ACC_3,AMZN,107.97,84,BUY,2026-02-11 09:24:09.502497
210,ACC_7,AMZN,106.43,4,BUY,2026-02-12 00:51:09.502502
211,ACC_7,TSLA,97.53,44,BUY,2026-02-14 09:13:09.502508
212,ACC_9,TSLA,97.53,41,BUY,2026-02-10 20:55:09.502513
213,ACC_2,TSLA,109.28,74,SELL,2026-02-09 21:57:09.502517
214,ACC_12,AMZN,94.36,12,BUY,2026-02-14 05:22:09.502522
215,ACC_4,TSLA,99.96,9,SELL,2026-02-10 22:15:09.502526
216,ACC_16,AAPL,94.64,99,BUY,2026-02-10 04:14:09.502531
217,ACC_10,AAPL,103.83,41,BUY,2026-02-09 15:45:09.502535
218,ACC_11,MSFT,103.02,86,BUY,2026-02-08 20:37:09.502540
219,ACC_4,AAPL,95.92,74,SELL,2026-02-10 11:57:09.502544
220,ACC_15,AMZN,105.44,18,SELL,2026-02-12 13:20:09.502549
221,ACC_13,AAPL,92.35,6,SELL,2026-02-09 21:03:09.502553
222,ACC_18,AAPL,92.12,98,BUY,2026-02-10 18:13:09.502558
223,ACC_14,AMZN,106.02,77,BUY,2026-02-08 10:09:09.502563
224,ACC_15,AMZN,95.98,35,BUY,2026-02-09 08:27:09.502567
225,ACC_0,AMZN,103.16,100,SELL,2026-02-13 14:23:09.502572
226,ACC_13,AAPL,97.53,23,SELL,2026-02-08 19:25:09.502577
227,ACC_18,MSFT,101.42,30,BUY,2026-02-12 04:06:09.502581
228,ACC_3,AAPL,98.89,87,SELL,2026-02-13 16:10:09.502585
229,ACC_1,AAPL,93.79,52,BUY,2026-02-11 03:12:09.502590
230,ACC_1,TSLA,95.94,50,SELL,2026-02-08 16:18:09.502596
231,ACC_14,TSLA,113.84,90,BUY,2026-02-13 11:35:09.502600
232,ACC_16,TSLA,89.71,16,SELL,2026-02-08 19:17:09.502605
233,ACC_2,MSFT,101.29,75,BUY,2026-02-10 09:20:09.502610
234,ACC_11,AMZN,99.32,49,SELL,2026-02-11 01:43:09.502615
235,ACC_6,TSLA,106.73,18,BUY,2026-02-13 18:11:09.502620
236,ACC_2,AMZN,101.89,82,BUY,2026-02-12 06:35:09.502624
237,ACC_12,AAPL,104.01,43,BUY,2026-02-14 05:25:09.502629
238,ACC_3,AAPL,100.59,41,SELL,2026-02-10 07:14:09.502633
239,ACC_8,AAPL,98.32,23,SELL,2026-02-08 13:50:09.502638
240,ACC_13,TSLA,97.43,82,SELL,2026-02-12 14:25:09.502643
241,ACC_12,MSFT,99.02,90,SELL,2026-02-08 15:54:09.502647
242,ACC_18,MSFT,99.75,86,BUY,2026-02-11 09:46:09.502652
243,ACC_14,AAPL,96.78,1569,BUY,2026-02-14 07:03:09.502657
244,ACC_4,AAPL,105.86,62,SELL,2026-02-09 10:33:09.502663
245,ACC_2,MSFT,104.9,67,BUY,2026-02-13 14:57:09.502668
246,ACC_5,TSLA,97.2,35,SELL,2026-02-08 10:51:09.502672
247,ACC_16,AAPL,98.14,75,BUY,2026-02-08 05:19:09.502678
248,ACC_18,AMZN,94.57,96,SELL,2026-02-13 19:56:09.502682
249,ACC_2,TSLA,98.9,63,SELL,2026-02-10 23:57:09.502687
250,ACC_1,AAPL,103.64,3,BUY,2026-02-10 12:04:09.502694
251,ACC_5,MSFT,102.18,81,SELL,2026-02-10 19:10:09.502702
252,ACC_18,AAPL,97.94,64,SELL,2026-02-08 20:27:09.502709
253,ACC_2,AAPL,94.96,52,SELL,2026-02-14 11:21:09.502715
254,ACC_4,MSFT,107.62,81,BUY,2026-02-09 03:47:09.502720
255,ACC_13,MSFT,97.76,35,SELL,2026-02-10 18:06:09.502725
256,ACC_16,AMZN,100.3,74,SELL,2026-02-09 01:56:09.502730
257,ACC_17,TSLA,110.56,73,BUY,2026-02-12 08:31:09.502735
258,ACC_19,AAPL,104.09,70,SELL,2026-02-14 14:41:09.502741
259,ACC_4,AAPL,105.6,91,BUY,2026-02-10 17:43:09.502746
260,ACC_0,TSLA,103.48,41,SELL,2026-02-09 12:23:09.502751
261,ACC_8,MSFT,101.81,35,SELL,2026-02-10 02:41:09.502755
262,ACC_14,AAPL,95.17,52,BUY,2026-02-09 10:55:09.502760
263,ACC_6,TSLA,97.25,17,BUY,2026-02-13 14:55:09.502764
264,ACC_0,AMZN,99.44,21,SELL,2026-02-10 21:53:09.502771
265,ACC_6,AMZN,107.06,3,SELL,2026-02-13 14:56:09.502778
266,ACC_17,AMZN,91.83,39,BUY,2026-02-09 22:17:09.502786
267,ACC_16,TSLA,101.6,66,BUY,2026-02-09 00:40:09.502794
268,ACC_13,TSLA,100.05,5,BUY,2026-02-13 17:36:09.502801
269,ACC_13,AAPL,106.6,83,BUY,2026-02-14 11:23:09.502810
270,ACC_11,AMZN,96.3,6,SELL,2026-02-10 13:29:09.502818
271,ACC_9,AAPL,99.28,89,SELL,2026-02-11 01:46:09.502824
272,ACC_16,TSLA,93.39,44,BUY,2026-02-07 16:48:09.502832
273,ACC_15,AMZN,98.77,16,BUY,2026-02-08 11:18:09.502840
274,ACC_4,MSFT,93.84,23,SELL,2026-02-12 14:44:09.502850
275,ACC_0,MSFT,92.57,93,BUY,2026-02-14 14:58:09.502857
276,ACC_0,MSFT,110.77,44,BUY,2026-02-10 13:11:09.502864
277,ACC_14,TSLA,89.75,78,BUY,2026-02-07 18:56:09.502871
278,ACC_18,TSLA,112.61,70,BUY,2026-02-09 15:50:09.502878
279,ACC_2,AAPL,99.1,15,SELL,2026-02-10 03:51:09.502885
280,ACC_4,TSLA,100.01,99,BUY,2026-02-08 21:25:09.502893
281,ACC_8,AAPL,103.06,5,BUY,2026-02-10 15:18:09.502900
282,ACC_5,AAPL,100.02,14,BUY,2026-02-09 14:05:09.502905
283,ACC_2,AMZN,96.19,47,BUY,2026-02-10 14:33:09.502909
284,ACC_12,MSFT,100.75,44,SELL,2026-02-13 12:21:09.502913
285,ACC_19,MSFT,91.4,17,BUY,2026-02-11 00:07:09.502918
286,ACC_8,TSLA,94.68,55,BUY,2026-02-12 22:02:09.502922
287,ACC_4,TSLA,97.7,52,SELL,2026-02-09 23:55:09.502927
288,ACC_7,TSLA,94.95,33,BUY,2026-02-13 09:36:09.502931
289,ACC_19,AMZN,96.44,1,SELL,2026-02-13 20:22:09.502937
290,ACC_16,AAPL,101.26,39,SELL,2026-02-14 04:10:09.502942
291,ACC_14,TSLA,98.95,57,SELL,2026-02-13 10:37:09.502946
292,ACC_4,AAPL,99.1,65,SELL,2026-02-11 06:03:09.502951
293,ACC_9,AMZN,100.87,30,BUY,2026-02-14 14:59:09.502955
294,ACC_15,AAPL,94.4,84,SELL,2026-02-10 12:36:09.502960
295,ACC_17,TSLA,104.43,32,SELL,2026-02-13 11:58:09.502965
296,ACC_19,MSFT,92.39,76,SELL,2026-02-12 12:56:09.502970
297,ACC_4,TSLA,101.17,21,BUY,2026-02-12 05:20:09.502975
298,ACC_19,MSFT,99.91,1662,BUY,2026-02-08 15:29:09.502980
299,ACC_6,TSLA,100.85,64,BUY,2026-02-14 12:11:09.502985
300,ACC_10,AAPL,91.65,69,BUY,2026-02-12 08:18:09.502990
301,ACC_7,AMZN,95.76,10,SELL,2026-02-13 12:59:09.502995
302,ACC_14,TSLA,100.2,937,BUY,2026-02-10 12:47:09.503000
303,ACC_19,TSLA,101.37,7,BUY,2026-02-10 11:06:09.503005
304,ACC_7,AAPL,95.77,16,SELL,2026-02-11 12:31:09.503010
305,ACC_10,MSFT,105.08,47,BUY,2026-02-13 19:06:09.503014
306,ACC_5,AMZN,99.21,90,BUY,2026-02-10 18:25:09.503019
307,ACC_6,TSLA,102.65,56,BUY,2026-02-14 00:34:09.503024
308,ACC_3,AMZN,95.14,95,SELL,2026-02-13 07:44:09.503031
309,ACC_12,AAPL,101.72,40,SELL,2026-02-12 01:57:09.503037
310,ACC_6,AMZN,106.63,91,BUY,2026-02-09 05:53:09.503041
311,ACC_4,MSFT,96.57,97,BUY,2026-02-13 15:53:09.503046
312,ACC_13,MSFT,94.1,32,SELL,2026-02-08 06:13:09.503051
313,ACC_19,AMZN,96.43,92,SELL,2026-02-11 23:33:09.503055
314,ACC_8,MSFT,99.14,27,SELL,2026-02-12 17:49:09.503060
315,ACC_5,MSFT,103.08,32,BUY,2026-02-13 14:10:09.503064
316,ACC_5,MSFT,92.09,44,SELL,2026-02-08 00:36:09.503068
317,ACC_3,AAPL,95.49,2,SELL,2026-02-13 11:57:09.503073
318,ACC_16,AMZN,96.98,11,BUY,2026-02-09 10:41:09.503078
319,ACC_4,AMZN,94.58,40,BUY,2026-02-07 22:49:09.503083
320,ACC_16,AAPL,98.3,21,SELL,2026-02-08 08:46:09.503087
321,ACC_15,AMZN,106.55,91,SELL,2026-02-14 07:13:09.503094
322,ACC_8,AAPL,102.0,99,BUY,2026-02-13 01:31:09.503099
323,ACC_10,AAPL,103.71,100,BUY,2026-02-09 00:57:09.503103
324,ACC_1,MSFT,102.53,23,BUY,2026-02-09 07:58:09.503108
325,ACC_10,AAPL,95.48,98,SELL,2026-02-11 01:37:09.503112
326,ACC_2,TSLA,107.87,77,SELL,2026-02-12 15:10:09.503117
327,ACC_10,AMZN,97.87,26,BUY,2026-02-13 07:08:09.503121
328,ACC_9,AMZN,95.11,25,SELL,2026-02-12 23:36:09.503127
329,ACC_17,MSFT,97.49,10,SELL,2026-02-10 05:07:09.503131
330,ACC_8,AMZN,96.05,42,SELL,2026-02-12 02:35:09.503136
331,ACC_10,AMZN,102.32,50,SELL,2026-02-08 10:32:09.503141
332,ACC_18,AMZN,108.9,43,BUY,2026-02-12 01:22:09.503145
333,ACC_9,AMZN,93.13,46,SELL,2026-02-08 07:58:09.503149
334,ACC_8,MSFT,99.64,57,BUY,2026-02-09 22:58:09.503154
335,ACC_8,AMZN,96.91,15,SELL,2026-02-14 00:20:09.503158
336,ACC_11,TSLA,100.8,64,SELL,2026-02-12 13:19:09.503163
337,ACC_2,MSFT,106.88,29,SELL,2026-02-09 10:10:09.503168
338,ACC_4,MSFT,99.76,38,BUY,2026-02-13 06:28:09.503172
339,ACC_11,AMZN,96.63,24,BUY,2026-02-14 05:22:09.503177
340,ACC_0,AAPL,86.78,97,BUY,2026-02-09 22:08:09.503181
341,ACC_6,MSFT,108.85,59,BUY,2026-02-11 12:11:09.503186
342,ACC_7,MSFT,98.13,19,BUY,2026-02-12 05:45:09.503191
343,ACC_1,MSFT,97.65,37,SELL,2026-02-09 02:33:09.503195
344,ACC_11,AAPL,105.86,32,SELL,2026-02-12 07:40:09.503200
345,ACC_1,AAPL,98.11,97,SELL,2026-02-10 01:26:09.503204
346,ACC_19,AMZN,95.54,69,SELL,2026-02-09 23:39:09.503209
347,ACC_11,TSLA,93.17,91,BUY,2026-02-09 05:50:09.503214
348,ACC_8,TSLA,108.17,54,SELL,2026-02-13 02:56:09.503219
349,ACC_18,MSFT,97.03,66,SELL,2026-02-14 07:48:09.503224
350,ACC_5,MSFT,97.48,59,BUY,2026-02-09 18:00:09.503228
351,ACC_10,AAPL,99.47,1,BUY,2026-02-09 19:35:09.503233
352,ACC_19,AMZN,99.93,31,BUY,2026-02-13 02:22:09.503237
353,ACC_19,AAPL,91.09,41,BUY,2026-02-13 00:54:09.503243
354,ACC_0,AAPL,101.27,21,SELL,2026-02-10 05:29:09.503247
355,ACC_7,MSFT,96.76,97,SELL,2026-02-14 08:59:09.503253
356,ACC_12,TSLA,108.16,83,SELL,2026-02-12 20:08:09.503257
